tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
randoop,GUAVA-134,com.google.common.collect.Ordering,6,77,1319,222,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-61,com.google.common.base.CharMatcher,7,66,1208,146,0,0,0,0,178,0,0,110,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-199,com.google.common.util.concurrent.Striped,9,66,1217,196,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-254,com.google.common.hash.HashCode,10,70,1224,124,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-61,com.google.common.base.CharMatcher,9,68,1205,115,0,0,0,0,178,0,0,110,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-134,com.google.common.collect.Ordering,8,88,1237,273,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-232,com.google.common.io.ByteStreams,2,72,122949,7212,6815,0,0,0,140,28,20,60,9,15.000001,93,25,26.881721,25,26.881721,68,120,69
randoop,GUAVA-213,com.google.common.math.PairedStatsAccumulator,3,67,121753,3138,1318,0,0,0,56,52,92.85714,34,28,82.35294,69,66,95.652176,66,95.652176,3,120,14
randoop,GUAVA-213,com.google.common.math.PairedStatsAccumulator,4,95,122210,2971,1337,0,0,0,56,52,92.85714,34,28,82.35294,69,66,95.652176,66,95.652176,3,120,14
randoop,GUAVA-82,com.google.common.primitives.Shorts,6,81,122597,6019,4305,0,0,0,103,99,96.11651,68,64,94.117645,133,130,97.74436,130,97.74436,3,120,44
randoop,GUAVA-232,com.google.common.io.ByteStreams,5,65,122859,7004,6923,0,0,0,140,28,20,60,9,15.000001,93,25,26.881721,25,26.881721,68,120,70
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,4,238,124181,4083,2208,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,23
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,3,69,122759,3720,2232,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,23
randoop,GUAVA-82,com.google.common.primitives.Shorts,8,61,122259,5991,4388,0,0,0,103,99,96.11651,68,64,94.117645,133,130,97.74436,130,97.74436,3,120,44
randoop,GUAVA-96,com.google.common.io.MoreFiles,7,74,122401,3110,3059,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,31
randoop,GUAVA-226,com.google.common.io.ByteSource,4,89,1410,69,0,0,0,0,88,0,0,20,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-181,com.google.common.cache.CacheStats,4,299,122350,4751,1449,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,15
randoop,GUAVA-96,com.google.common.io.MoreFiles,9,71,122610,5585,4895,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,49
randoop,GUAVA-71,com.google.common.escape.Escapers,9,69,121859,4697,4221,0,0,0,14,11,78.57143,6,4,66.66667,1,0,0,0,0,1,120,43
randoop,GUAVA-128,com.google.common.net.MediaType,4,82,122030,9551,2914,0,0,0,284,275,96.830986,74,62,83.78378,2,0,0,0,0,2,120,30
randoop,GUAVA-128,com.google.common.net.MediaType,3,280,122220,7631,3098,0,0,0,284,275,96.830986,74,63,85.13514,2,0,0,0,0,2,120,31
randoop,GUAVA-96,com.google.common.io.MoreFiles,8,219,123423,4710,3684,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,37
randoop,GUAVA-96,com.google.common.io.MoreFiles,1,247,122742,3331,3400,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,34
randoop,GUAVA-226,com.google.common.io.ByteSource,2,70,1220,110,0,0,0,0,88,0,0,20,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-71,com.google.common.escape.Escapers,6,219,121841,2861,2669,0,0,0,14,11,78.57143,6,4,66.66667,1,0,0,0,0,1,120,27
randoop,GUAVA-181,com.google.common.cache.CacheStats,2,81,121928,4028,1421,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,15
randoop,GUAVA-226,com.google.common.io.ByteSource,5,72,1221,130,0,0,0,0,88,0,0,20,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-96,com.google.common.io.MoreFiles,6,81,122267,4644,3203,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,33
randoop,GUAVA-156,com.google.common.math.Quantiles,10,69,121349,305,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-181,com.google.common.cache.CacheStats,5,82,121978,5128,1507,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,16
randoop,GUAVA-181,com.google.common.cache.CacheStats,10,68,122417,3727,2364,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,24
randoop,GUAVA-128,com.google.common.net.MediaType,2,229,123105,7345,2983,0,0,0,284,275,96.830986,74,62,83.78378,2,0,0,0,0,2,120,30
randoop,GUAVA-273,com.google.common.collect.TreeRangeMap,8,90,122538,4066,1987,0,0,0,128,27,21.09375,54,7,12.962963,47,0,0,0,0,47,120,20
randoop,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,7,191,122967,22092,5238,0,0,0,38,24,63.15789,8,4,50,11,8,72.72727,8,72.72727,3,120,53
randoop,GUAVA-231,com.google.common.reflect.TypeResolver,4,247,121578,549,7,0,0,0,50,5,10,16,1,6.25,29,3,10.344828,3,10.344828,26,120,1
randoop,GUAVA-273,com.google.common.collect.TreeRangeMap,6,73,122471,3129,2051,0,0,0,128,27,21.09375,54,7,12.962963,47,0,0,0,0,47,120,21
randoop,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,9,63,121919,25261,6431,0,0,0,38,24,63.15789,8,4,50,11,8,72.72727,8,72.72727,3,120,65
randoop,GUAVA-273,com.google.common.collect.TreeRangeMap,1,69,122537,3903,1891,0,0,0,128,27,21.09375,54,7,12.962963,47,0,0,0,0,47,120,19
randoop,GUAVA-231,com.google.common.reflect.TypeResolver,3,100,121360,765,7,0,0,0,50,5,10,16,1,6.25,29,3,10.344828,3,10.344828,26,120,1
randoop,GUAVA-254,com.google.common.hash.HashCode,2,99,1240,156,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-237,com.google.common.hash.Hashing,1,239,123201,1820,680,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,7
randoop,GUAVA-156,com.google.common.math.Quantiles,7,66,121363,366,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-237,com.google.common.hash.Hashing,6,223,121822,1843,653,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,7
randoop,GUAVA-156,com.google.common.math.Quantiles,9,71,121318,382,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-192,com.google.common.reflect.TypeToken,2,72,1353,110,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-192,com.google.common.reflect.TypeToken,5,143,1556,125,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-237,com.google.common.hash.Hashing,8,109,121519,1383,684,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,7
randoop,GUAVA-128,com.google.common.net.MediaType,10,68,122794,8772,3893,0,0,0,284,275,96.830986,74,63,85.13514,2,0,0,0,0,2,120,39
randoop,GUAVA-108,com.google.common.collect.Range,10,71,121901,4722,1239,0,0,0,121,85,70.24794,98,63,64.28571,121,95,78.5124,95,78.5124,26,120,13
randoop,GUAVA-231,com.google.common.reflect.TypeResolver,2,97,121643,589,7,0,0,0,50,5,10,16,1,6.25,29,3,10.344828,3,10.344828,26,120,1
randoop,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,8,73,122371,28600,6191,0,0,0,38,24,63.15789,8,4,50,11,8,72.72727,8,72.72727,3,120,62
randoop,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,1,72,123779,23431,5126,0,0,0,38,24,63.15789,8,4,50,11,8,72.72727,8,72.72727,3,120,52
randoop,GUAVA-273,com.google.common.collect.TreeRangeMap,9,71,122837,5310,2711,0,0,0,128,27,21.09375,54,7,12.962963,47,0,0,0,0,47,120,28
randoop,GUAVA-237,com.google.common.hash.Hashing,9,74,121633,2136,939,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,10
randoop,GUAVA-192,com.google.common.reflect.TypeToken,4,245,1423,111,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-192,com.google.common.reflect.TypeToken,3,75,1237,169,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-156,com.google.common.math.Quantiles,8,66,121279,313,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-254,com.google.common.hash.HashCode,4,84,1219,137,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-156,com.google.common.math.Quantiles,1,126,121364,479,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-237,com.google.common.hash.Hashing,7,85,122178,2547,673,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,7
randoop,GUAVA-156,com.google.common.math.Quantiles,6,65,121331,561,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,10,71,122168,29303,6431,0,0,0,38,24,63.15789,8,4,50,11,8,72.72727,8,72.72727,3,120,65
randoop,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,3,84,123957,14108,12230,0,0,0,137,19,13.868613,36,3,8.333334,67,15,22.38806,15,22.38806,52,120,123
randoop,GUAVA-148,com.google.common.base.Stopwatch,9,73,122194,21127,4852,0,3234,0,52,38,73.07692,24,15,62.5,47,36,76.59575,36,76.59575,11,120,49
randoop,GUAVA-108,com.google.common.collect.Range,6,116,121893,2723,953,0,0,0,121,85,70.24794,98,62,63.265305,121,95,78.5124,95,78.5124,26,120,10
randoop,GUAVA-108,com.google.common.collect.Range,1,67,122438,2600,914,0,0,0,121,84,69.421486,98,62,63.265305,121,94,77.68595,94,77.68595,27,120,10
randoop,GUAVA-227,com.google.common.graph.EndpointPair,9,76,1193,88,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-11,com.google.common.collect.MapMaker,3,124,122164,3654,1135,0,0,0,47,47,100,34,34,100,41,41,100,41,100,0,120,12
randoop,GUAVA-267,com.google.common.io.Files,6,88,122186,38953,2276,0,12,0,127,82,64.566925,65,41,63.076927,80,54,67.5,54,67.5,26,120,23
randoop,GUAVA-11,com.google.common.collect.MapMaker,4,133,121674,2307,1102,0,0,0,47,47,100,34,34,100,41,41,100,41,100,0,120,12
randoop,GUAVA-267,com.google.common.io.Files,1,68,122398,28724,2434,0,16,0,127,82,64.566925,65,40,61.538464,80,54,67.5,54,67.5,26,120,25
randoop,GUAVA-267,com.google.common.io.Files,8,237,122337,24489,2517,0,16,0,127,82,64.566925,65,41,63.076927,80,54,67.5,54,67.5,26,120,26
randoop,GUAVA-227,com.google.common.graph.EndpointPair,7,81,1447,93,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-148,com.google.common.base.Stopwatch,8,61,121845,11914,2996,0,1956,0,52,38,73.07692,24,15,62.5,47,36,76.59575,36,76.59575,11,120,30
randoop,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,5,79,123748,15921,11287,0,0,0,137,19,13.868613,36,3,8.333334,67,15,22.38806,15,22.38806,52,120,113
randoop,GUAVA-108,com.google.common.collect.Range,9,69,122138,4690,1256,0,0,0,121,85,70.24794,98,63,64.28571,121,95,78.5124,95,78.5124,26,120,13
randoop,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,2,77,124534,13747,11173,0,0,0,137,19,13.868613,36,3,8.333334,67,15,22.38806,15,22.38806,52,120,112
randoop,GUAVA-148,com.google.common.base.Stopwatch,6,167,122567,13451,2939,0,1918,0,52,38,73.07692,24,15,62.5,47,36,76.59575,36,76.59575,11,120,30
randoop,GUAVA-227,com.google.common.graph.EndpointPair,1,70,1243,72,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-267,com.google.common.io.Files,9,63,122660,47654,3727,0,17,0,127,83,65.35433,65,42,64.61539,80,55,68.75,55,68.75,25,120,38
randoop,GUAVA-11,com.google.common.collect.MapMaker,5,92,122993,2680,1061,0,0,0,47,47,100,34,34,100,41,41,100,41,100,0,120,11
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,10,70,123550,4784,3329,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,34
randoop,GUAVA-227,com.google.common.graph.EndpointPair,8,68,1205,92,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-267,com.google.common.io.Files,7,67,122512,18372,2183,0,17,0,127,83,65.35433,65,42,64.61539,80,55,68.75,55,68.75,25,120,22
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,6,89,122744,3321,2175,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,22
randoop,GUAVA-96,com.google.common.io.MoreFiles,10,76,122844,4517,4897,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,49
randoop,GUAVA-232,com.google.common.io.ByteStreams,9,75,123304,11067,10106,0,0,0,140,28,20,60,9,15.000001,93,25,26.881721,25,26.881721,68,120,102
randoop,GUAVA-213,com.google.common.math.PairedStatsAccumulator,8,60,121808,2879,1469,0,0,0,56,52,92.85714,34,29,85.29411,69,66,95.652176,66,95.652176,3,120,15
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,1,104,122546,3364,2297,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,23
randoop,GUAVA-82,com.google.common.primitives.Shorts,3,67,122387,6414,4593,0,0,0,103,99,96.11651,68,64,94.117645,133,130,97.74436,130,97.74436,3,120,46
randoop,GUAVA-213,com.google.common.math.PairedStatsAccumulator,1,66,121885,2295,1354,0,0,0,56,52,92.85714,34,28,82.35294,69,66,95.652176,66,95.652176,3,120,14
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,8,77,122981,4420,2473,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,25
randoop,GUAVA-213,com.google.common.math.PairedStatsAccumulator,6,62,121938,3722,1345,0,0,0,56,52,92.85714,34,28,82.35294,69,66,95.652176,66,95.652176,3,120,14
randoop,GUAVA-82,com.google.common.primitives.Shorts,4,135,123447,6773,4354,0,0,0,103,99,96.11651,68,64,94.117645,133,130,97.74436,130,97.74436,3,120,44
randoop,GUAVA-232,com.google.common.io.ByteStreams,7,73,122834,6877,6584,0,0,0,140,28,20,60,9,15.000001,93,25,26.881721,25,26.881721,68,120,66
randoop,GUAVA-134,com.google.common.collect.Ordering,3,97,1265,162,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-199,com.google.common.util.concurrent.Striped,5,67,1209,154,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-61,com.google.common.base.CharMatcher,2,64,1217,97,0,0,0,0,178,0,0,110,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-134,com.google.common.collect.Ordering,4,145,1204,149,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-199,com.google.common.util.concurrent.Striped,2,119,1593,132,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-213,com.google.common.math.PairedStatsAccumulator,7,81,122220,2668,1359,0,0,0,56,52,92.85714,34,28,82.35294,69,66,95.652176,66,95.652176,3,120,14
randoop,GUAVA-61,com.google.common.base.CharMatcher,10,72,1192,134,0,0,0,0,178,0,0,110,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,9,79,123128,6318,3369,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,34
randoop,GUAVA-82,com.google.common.primitives.Shorts,2,68,122582,5920,4180,0,0,0,103,99,96.11651,68,64,94.117645,133,130,97.74436,130,97.74436,3,120,42
randoop,GUAVA-232,com.google.common.io.ByteStreams,1,234,122898,7679,6615,0,0,0,140,28,20,60,9,15.000001,93,25,26.881721,25,26.881721,68,120,67
randoop,GUAVA-232,com.google.common.io.ByteStreams,8,65,122641,7462,7298,0,0,0,140,28,20,60,9,15.000001,93,25,26.881721,25,26.881721,68,120,73
randoop,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,7,80,123800,4140,2230,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,120,23
randoop,GUAVA-199,com.google.common.util.concurrent.Striped,3,66,1230,153,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-134,com.google.common.collect.Ordering,5,90,1219,255,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-61,com.google.common.base.CharMatcher,4,103,1622,90,0,0,0,0,178,0,0,110,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-199,com.google.common.util.concurrent.Striped,4,73,1289,198,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-61,com.google.common.base.CharMatcher,3,76,1198,98,0,0,0,0,178,0,0,110,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-82,com.google.common.primitives.Shorts,10,73,122477,7981,6025,0,0,0,103,99,96.11651,68,64,94.117645,133,130,97.74436,130,97.74436,3,120,61
randoop,GUAVA-71,com.google.common.escape.Escapers,10,66,121893,4511,4180,0,0,0,14,11,78.57143,6,4,66.66667,1,0,0,0,0,1,120,42
randoop,GUAVA-199,com.google.common.util.concurrent.Striped,10,68,1275,197,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-128,com.google.common.net.MediaType,9,66,122207,9177,3997,0,0,0,284,275,96.830986,74,63,85.13514,2,0,0,0,0,2,120,40
randoop,GUAVA-96,com.google.common.io.MoreFiles,3,99,122302,3120,3219,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,33
randoop,GUAVA-71,com.google.common.escape.Escapers,4,116,121852,2810,2619,0,0,0,14,11,78.57143,6,4,66.66667,1,0,0,0,0,1,120,27
randoop,GUAVA-226,com.google.common.io.ByteSource,7,69,1195,107,0,0,0,0,88,0,0,20,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-96,com.google.common.io.MoreFiles,4,119,122579,5107,3344,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,34
randoop,GUAVA-181,com.google.common.cache.CacheStats,7,82,122065,3655,1548,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,16
randoop,GUAVA-181,com.google.common.cache.CacheStats,9,76,122072,4387,2375,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,24
randoop,GUAVA-226,com.google.common.io.ByteSource,9,67,1192,102,0,0,0,0,88,0,0,20,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-128,com.google.common.net.MediaType,6,131,122125,8057,3212,0,0,0,284,275,96.830986,74,63,85.13514,2,0,0,0,0,2,120,33
randoop,GUAVA-128,com.google.common.net.MediaType,1,66,123413,9662,3051,0,0,0,284,275,96.830986,74,63,85.13514,2,0,0,0,0,2,120,31
randoop,GUAVA-181,com.google.common.cache.CacheStats,8,75,121803,3170,1613,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,17
randoop,GUAVA-96,com.google.common.io.MoreFiles,5,82,122456,3485,3485,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,35
randoop,GUAVA-226,com.google.common.io.ByteSource,6,59,1237,97,0,0,0,0,88,0,0,20,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-71,com.google.common.escape.Escapers,2,83,121813,2634,2589,0,0,0,14,11,78.57143,6,4,66.66667,1,0,0,0,0,1,120,26
randoop,GUAVA-181,com.google.common.cache.CacheStats,6,80,122188,2685,1438,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,15
randoop,GUAVA-226,com.google.common.io.ByteSource,1,67,1217,97,0,0,0,0,88,0,0,20,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-96,com.google.common.io.MoreFiles,2,202,123413,4225,3222,0,0,0,156,7,4.4871798,66,0,0,74,3,4.054054,3,4.054054,71,120,33
randoop,GUAVA-71,com.google.common.escape.Escapers,5,92,122084,3270,2677,0,0,0,14,11,78.57143,6,4,66.66667,1,0,0,0,0,1,120,27
randoop,GUAVA-181,com.google.common.cache.CacheStats,1,223,122203,2602,1590,0,0,0,58,56,96.55172,34,30,88.2353,51,50,98.039215,50,98.039215,1,120,16
randoop,GUAVA-156,com.google.common.math.Quantiles,3,74,121324,291,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-254,com.google.common.hash.HashCode,6,73,1217,174,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-192,com.google.common.reflect.TypeToken,8,122,1203,123,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-237,com.google.common.hash.Hashing,2,88,122197,1962,644,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,7
randoop,GUAVA-156,com.google.common.math.Quantiles,4,69,121710,387,9,0,0,0,97,7,7.2164946,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,120,1
randoop,GUAVA-192,com.google.common.reflect.TypeToken,6,95,1229,146,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-254,com.google.common.hash.HashCode,8,89,1250,189,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-134,com.google.common.collect.Ordering,10,70,1202,225,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-192,com.google.common.reflect.TypeToken,1,65,1247,151,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,4,227,122539,20160,5106,0,0,0,38,24,63.15789,8,4,50,11,8,72.72727,8,72.72727,3,120,52
randoop,GUAVA-231,com.google.common.reflect.TypeResolver,9,65,121313,437,7,0,0,0,50,5,10,16,1,6.25,29,3,10.344828,3,10.344828,26,120,1
randoop,GUAVA-273,com.google.common.collect.TreeRangeMap,2,70,122598,2702,1895,0,0,0,128,27,21.09375,54,7,12.962963,47,0,0,0,0,47,120,19
randoop,GUAVA-231,com.google.common.reflect.TypeResolver,7,99,121419,755,7,0,0,0,50,5,10,16,1,6.25,29,3,10.344828,3,10.344828,26,120,1
randoop,GUAVA-273,com.google.common.collect.TreeRangeMap,5,207,122713,3920,1961,0,0,0,128,27,21.09375,54,7,12.962963,47,0,0,0,0,47,120,20
randoop,GUAVA-192,com.google.common.reflect.TypeToken,7,227,1436,112,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-254,com.google.common.hash.HashCode,9,68,1200,179,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-237,com.google.common.hash.Hashing,3,125,121774,2349,641,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,7
randoop,GUAVA-254,com.google.common.hash.HashCode,7,72,1251,193,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,120,0
randoop,GUAVA-237,com.google.common.hash.Hashing,10,74,121684,2925,953,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,10
randoop,GUAVA-237,com.google.common.hash.Hashing,4,117,121850,1843,696,0,1,0,82,45,54.87805,30,10,33.333336,80,46,57.5,46,57.5,34,120,7
randoop,GUAVA-231,com.google.common.reflect.TypeResolver,6,255,121610,724,7,0,0,0,50,5,10,16,1,6.25,29,3,10.344828,3,10.344828,26,120,1
