tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
DSE,GUAVA-232,com.google.common.io.ByteStreams,4,238,7999,7445,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-82,com.google.common.primitives.Shorts,7,221,5315,112,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-232,com.google.common.io.ByteStreams,3,219,9677,6121,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,2,206,4963,2394,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-199,com.google.common.util.concurrent.Striped,7,221,8119,9616,9,0,0,0,30,7,23.333334,10,2,20,33,8,24.242424,8,24.242424,25,300,2
DSE,GUAVA-134,com.google.common.collect.Ordering,1,232,6174,94,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-134,com.google.common.collect.Ordering,6,238,6206,76,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-61,com.google.common.base.CharMatcher,7,217,9096,11302,20,0,0,0,178,18,10.112359,110,0,0,188,17,9.042553,17,9.042553,171,300,2
DSE,GUAVA-231,com.google.common.reflect.TypeResolver,10,210,4810,1937,1,0,0,0,50,0,0,16,0,0,29,0,0,0,0,29,300,2
DSE,GUAVA-199,com.google.common.util.concurrent.Striped,9,244,8506,9604,9,0,0,0,30,7,23.333334,10,2,20,33,8,24.242424,8,24.242424,25,300,2
DSE,GUAVA-254,com.google.common.hash.HashCode,10,239,17500,6921,8,0,0,0,43,19,44.186047,28,15,53.571426,66,31,46.969696,31,46.969696,35,300,2
DSE,GUAVA-61,com.google.common.base.CharMatcher,9,208,8897,12843,20,0,0,0,178,18,10.112359,110,0,0,188,17,9.042553,17,9.042553,171,300,2
DSE,GUAVA-134,com.google.common.collect.Ordering,8,214,5717,93,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-232,com.google.common.io.ByteStreams,2,222,9357,7480,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-82,com.google.common.primitives.Shorts,1,380,6923,92,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,3,253,4579,2545,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,4,243,5079,2717,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-82,com.google.common.primitives.Shorts,6,206,5756,78,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-232,com.google.common.io.ByteStreams,5,322,9523,6794,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,4,250,5285,72,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,3,227,5994,77,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-82,com.google.common.primitives.Shorts,8,212,5323,110,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-96,com.google.common.io.MoreFiles,7,249,7601,11507,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,4,218,7411,10340,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,4,200,4011,2094,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,3,204,8884,10529,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,7,209,6456,7782,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,3,229,3941,2207,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,9,237,7738,11316,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,9,229,5978,7631,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,4,231,10216,12826,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,3,229,9705,12859,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,8,218,5924,7593,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,8,207,7436,10328,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,10,229,9422,9563,15,0,0,0,137,11,8.029197,36,2,5.555556,67,10,14.925373,10,14.925373,57,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,1,221,9126,10892,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,2,285,9054,8665,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,6,221,6271,7883,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,2,228,4691,2731,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,5,226,9067,9864,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,6,231,7915,10094,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-156,com.google.common.math.Quantiles,10,207,182858,6340,4,0,0,0,97,6,6.185567,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,1,256,7006,8151,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,5,218,4502,2009,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,10,220,3760,2330,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,2,242,9084,13628,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,5,291,10294,14244,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-273,com.google.common.collect.TreeRangeMap,8,232,7347,7922,1,0,0,0,128,5,3.90625,54,0,0,63,1,1.5873017,1,1.5873017,62,300,2
DSE,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,7,207,4257,1690,1,0,0,0,38,0,0,8,0,0,11,0,0,0,0,11,300,2
DSE,GUAVA-231,com.google.common.reflect.TypeResolver,4,218,5727,2934,1,0,0,0,50,0,0,16,0,0,29,0,0,0,0,29,300,2
DSE,GUAVA-273,com.google.common.collect.TreeRangeMap,6,228,7484,8823,1,0,0,0,128,5,3.90625,54,0,0,63,1,1.5873017,1,1.5873017,62,300,2
DSE,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,9,228,4384,2896,1,0,0,0,38,0,0,8,0,0,11,0,0,0,0,11,300,2
DSE,GUAVA-273,com.google.common.collect.TreeRangeMap,1,217,7937,8254,1,0,0,0,128,5,3.90625,54,0,0,63,1,1.5873017,1,1.5873017,62,300,2
DSE,GUAVA-231,com.google.common.reflect.TypeResolver,3,242,6081,2352,1,0,0,0,50,0,0,16,0,0,29,0,0,0,0,29,300,2
DSE,GUAVA-254,com.google.common.hash.HashCode,2,222,18727,6123,8,0,0,0,43,19,44.186047,28,15,53.571426,66,31,46.969696,31,46.969696,35,300,2
DSE,GUAVA-237,com.google.common.hash.Hashing,1,216,11534,10275,29,0,0,0,82,32,39.024387,30,7,23.333334,80,34,42.5,34,42.5,46,300,2
DSE,GUAVA-156,com.google.common.math.Quantiles,7,209,182923,5837,4,0,0,0,97,6,6.185567,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,300,2
DSE,GUAVA-237,com.google.common.hash.Hashing,6,207,11695,9461,29,0,0,0,82,32,39.024387,30,7,23.333334,80,34,42.5,34,42.5,46,300,2
DSE,GUAVA-254,com.google.common.hash.HashCode,5,231,19287,5753,8,0,0,0,43,19,44.186047,28,15,53.571426,66,31,46.969696,31,46.969696,35,300,2
DSE,GUAVA-156,com.google.common.math.Quantiles,9,210,183557,5492,4,0,0,0,97,6,6.185567,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,300,2
DSE,GUAVA-192,com.google.common.reflect.TypeToken,2,233,5681,64,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-192,com.google.common.reflect.TypeToken,5,224,5660,75,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-237,com.google.common.hash.Hashing,8,227,10557,8040,29,0,0,0,82,32,39.024387,30,7,23.333334,80,34,42.5,34,42.5,46,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,10,215,8414,13572,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-108,com.google.common.collect.Range,10,223,8789,8436,9,0,0,0,121,11,9.090909,98,5,5.102041,121,9,7.438017,9,7.438017,112,300,2
DSE,GUAVA-231,com.google.common.reflect.TypeResolver,2,228,4936,2370,1,0,0,0,50,0,0,16,0,0,29,0,0,0,0,29,300,2
DSE,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,8,224,4337,2647,1,0,0,0,38,0,0,8,0,0,11,0,0,0,0,11,300,2
DSE,GUAVA-273,com.google.common.collect.TreeRangeMap,7,224,7441,8755,1,0,0,0,128,5,3.90625,54,0,0,63,1,1.5873017,1,1.5873017,62,300,2
DSE,GUAVA-231,com.google.common.reflect.TypeResolver,5,253,5128,2322,1,0,0,0,50,0,0,16,0,0,29,0,0,0,0,29,300,2
DSE,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,6,217,4428,1593,1,0,0,0,38,0,0,8,0,0,11,0,0,0,0,11,300,2
DSE,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,1,217,5388,2738,1,0,0,0,38,0,0,8,0,0,11,0,0,0,0,11,300,2
DSE,GUAVA-273,com.google.common.collect.TreeRangeMap,9,208,6943,8792,1,0,0,0,128,5,3.90625,54,0,0,63,1,1.5873017,1,1.5873017,62,300,2
DSE,GUAVA-237,com.google.common.hash.Hashing,9,212,10238,9323,29,0,0,0,82,32,39.024387,30,7,23.333334,80,34,42.5,34,42.5,46,300,2
DSE,GUAVA-192,com.google.common.reflect.TypeToken,4,234,5187,145,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-192,com.google.common.reflect.TypeToken,3,216,5022,102,0,0,0,0,272,0,0,154,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-156,com.google.common.math.Quantiles,8,207,183183,5378,4,0,0,0,97,6,6.185567,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,300,2
DSE,GUAVA-254,com.google.common.hash.HashCode,4,320,19288,7066,8,0,0,0,43,19,44.186047,28,15,53.571426,66,31,46.969696,31,46.969696,35,300,2
DSE,GUAVA-156,com.google.common.math.Quantiles,1,280,184897,5321,4,0,0,0,97,6,6.185567,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,300,2
DSE,GUAVA-237,com.google.common.hash.Hashing,7,224,10289,9261,29,0,0,0,82,32,39.024387,30,7,23.333334,80,34,42.5,34,42.5,46,300,2
DSE,GUAVA-156,com.google.common.math.Quantiles,6,229,183127,5944,4,0,0,0,97,6,6.185567,68,2,2.9411764,112,8,7.1428576,8,7.1428576,104,300,2
DSE,GUAVA-254,com.google.common.hash.HashCode,3,216,18757,6712,8,0,0,0,43,19,44.186047,28,15,53.571426,66,31,46.969696,31,46.969696,35,300,2
DSE,GUAVA-118,com.google.common.base.FinalizableReferenceQueue,10,227,4265,1584,1,0,0,0,38,0,0,8,0,0,11,0,0,0,0,11,300,2
DSE,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,3,217,10033,7754,15,0,0,0,137,11,8.029197,36,2,5.555556,67,10,14.925373,10,14.925373,57,300,2
DSE,GUAVA-108,com.google.common.collect.Range,8,222,8704,7975,9,0,0,0,121,11,9.090909,98,5,5.102041,121,9,7.438017,9,7.438017,112,300,2
DSE,GUAVA-148,com.google.common.base.Stopwatch,7,217,6167,6511,4,0,0,0,52,11,21.153847,24,1,4.166667,47,6,12.765958,6,12.765958,41,300,2
DSE,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,4,220,9895,8310,15,0,0,0,137,11,8.029197,36,2,5.555556,67,10,14.925373,10,14.925373,57,300,2
DSE,GUAVA-148,com.google.common.base.Stopwatch,9,215,6080,6732,4,0,0,0,52,11,21.153847,24,1,4.166667,47,6,12.765958,6,12.765958,41,300,2
DSE,GUAVA-108,com.google.common.collect.Range,6,215,9491,7906,9,0,0,0,121,11,9.090909,98,5,5.102041,121,9,7.438017,9,7.438017,112,300,2
DSE,GUAVA-108,com.google.common.collect.Range,1,230,9420,9294,9,0,0,0,121,11,9.090909,98,5,5.102041,121,9,7.438017,9,7.438017,112,300,2
DSE,GUAVA-227,com.google.common.graph.EndpointPair,9,217,5980,9684,2,0,0,0,16,1,6.25,8,0,0,13,0,0,0,0,13,300,2
DSE,GUAVA-11,com.google.common.collect.MapMaker,3,234,5212,2422,1,0,0,0,47,0,0,34,0,0,41,0,0,0,0,41,300,2
DSE,GUAVA-267,com.google.common.io.Files,6,235,12309,12015,26,0,0,0,127,35,27.559053,65,15,23.076923,80,26,32.5,26,32.5,54,300,2
DSE,GUAVA-11,com.google.common.collect.MapMaker,4,230,5281,2356,1,0,0,0,47,0,0,34,0,0,41,0,0,0,0,41,300,2
DSE,GUAVA-267,com.google.common.io.Files,1,234,14348,11872,26,0,0,0,127,35,27.559053,65,15,23.076923,80,26,32.5,26,32.5,54,300,2
DSE,GUAVA-267,com.google.common.io.Files,8,219,11784,13344,26,0,0,0,127,35,27.559053,65,15,23.076923,80,26,32.5,26,32.5,54,300,2
DSE,GUAVA-227,com.google.common.graph.EndpointPair,7,237,6392,7830,2,0,0,0,16,1,6.25,8,0,0,13,0,0,0,0,13,300,2
DSE,GUAVA-148,com.google.common.base.Stopwatch,10,233,6185,6804,4,0,0,0,52,11,21.153847,24,1,4.166667,47,6,12.765958,6,12.765958,41,300,2
DSE,GUAVA-148,com.google.common.base.Stopwatch,8,221,6207,5860,4,0,0,0,52,11,21.153847,24,1,4.166667,47,6,12.765958,6,12.765958,41,300,2
DSE,GUAVA-108,com.google.common.collect.Range,7,205,9534,9503,9,0,0,0,121,11,9.090909,98,5,5.102041,121,9,7.438017,9,7.438017,112,300,2
DSE,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,5,207,10652,9830,15,0,0,0,137,11,8.029197,36,2,5.555556,67,10,14.925373,10,14.925373,57,300,2
DSE,GUAVA-148,com.google.common.base.Stopwatch,1,229,7776,6456,4,0,0,0,52,11,21.153847,24,1,4.166667,47,6,12.765958,6,12.765958,41,300,2
DSE,GUAVA-108,com.google.common.collect.Range,9,214,8782,7685,9,0,0,0,121,11,9.090909,98,5,5.102041,121,9,7.438017,9,7.438017,112,300,2
DSE,GUAVA-200,com.google.common.util.concurrent.MoreExecutors,2,228,9570,8353,15,0,0,0,137,11,8.029197,36,2,5.555556,67,10,14.925373,10,14.925373,57,300,2
DSE,GUAVA-148,com.google.common.base.Stopwatch,6,208,6129,6364,4,0,0,0,52,11,21.153847,24,1,4.166667,47,6,12.765958,6,12.765958,41,300,2
DSE,GUAVA-227,com.google.common.graph.EndpointPair,1,295,7438,6125,2,0,0,0,16,1,6.25,8,0,0,13,0,0,0,0,13,300,2
DSE,GUAVA-267,com.google.common.io.Files,9,220,11648,11789,26,0,0,0,127,35,27.559053,65,15,23.076923,80,26,32.5,26,32.5,54,300,2
DSE,GUAVA-227,com.google.common.graph.EndpointPair,6,226,5993,7266,2,0,0,0,16,1,6.25,8,0,0,13,0,0,0,0,13,300,2
DSE,GUAVA-11,com.google.common.collect.MapMaker,5,288,5546,2001,1,0,0,0,47,0,0,34,0,0,41,0,0,0,0,41,300,2
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,10,211,5044,80,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-227,com.google.common.graph.EndpointPair,8,225,5896,6956,2,0,0,0,16,1,6.25,8,0,0,13,0,0,0,0,13,300,2
DSE,GUAVA-11,com.google.common.collect.MapMaker,2,231,5707,2203,1,0,0,0,47,0,0,34,0,0,41,0,0,0,0,41,300,2
DSE,GUAVA-267,com.google.common.io.Files,7,215,11794,11546,26,0,0,0,127,35,27.559053,65,15,23.076923,80,26,32.5,26,32.5,54,300,2
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,6,225,5278,119,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-96,com.google.common.io.MoreFiles,10,215,7531,11472,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-232,com.google.common.io.ByteStreams,9,235,7877,6831,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,8,220,4214,2381,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,1,227,5561,111,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-82,com.google.common.primitives.Shorts,3,247,5971,122,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,1,263,4702,1698,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,8,209,5258,178,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,6,217,4252,2427,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-82,com.google.common.primitives.Shorts,4,275,6586,96,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-232,com.google.common.io.ByteStreams,7,225,7903,6278,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-134,com.google.common.collect.Ordering,3,227,6089,71,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-199,com.google.common.util.concurrent.Striped,5,292,10230,9605,9,0,0,0,30,7,23.333334,10,2,20,33,8,24.242424,8,24.242424,25,300,2
DSE,GUAVA-61,com.google.common.base.CharMatcher,2,215,12049,13025,20,0,0,0,178,18,10.112359,110,0,0,188,17,9.042553,17,9.042553,171,300,2
DSE,GUAVA-134,com.google.common.collect.Ordering,4,249,7047,141,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-199,com.google.common.util.concurrent.Striped,2,304,10603,8411,9,0,0,0,30,7,23.333334,10,2,20,33,8,24.242424,8,24.242424,25,300,2
DSE,GUAVA-61,com.google.common.base.CharMatcher,5,222,10068,11169,20,0,0,0,178,18,10.112359,110,0,0,188,17,9.042553,17,9.042553,171,300,2
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,7,216,4234,2427,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-232,com.google.common.io.ByteStreams,6,227,7696,7650,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-82,com.google.common.primitives.Shorts,5,225,5754,71,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-61,com.google.common.base.CharMatcher,10,220,8840,12187,20,0,0,0,178,18,10.112359,110,0,0,188,17,9.042553,17,9.042553,171,300,2
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,9,212,5048,83,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-82,com.google.common.primitives.Shorts,2,233,7656,108,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-232,com.google.common.io.ByteStreams,1,228,9548,6777,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-232,com.google.common.io.ByteStreams,8,217,7641,7157,12,0,0,0,140,20,14.285715,60,5,8.333334,93,15,16.129032,15,16.129032,78,300,2
DSE,GUAVA-213,com.google.common.math.PairedStatsAccumulator,9,222,4163,2508,1,0,0,0,56,0,0,34,0,0,69,0,0,0,0,69,300,2
DSE,GUAVA-46,com.google.common.collect.MinMaxPriorityQueue,7,234,5706,96,0,0,0,0,106,0,0,53,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-199,com.google.common.util.concurrent.Striped,3,228,11454,8277,9,0,0,0,30,7,23.333334,10,2,20,33,8,24.242424,8,24.242424,25,300,2
DSE,GUAVA-134,com.google.common.collect.Ordering,5,260,7078,65,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-61,com.google.common.base.CharMatcher,4,269,12442,12461,20,0,0,0,178,18,10.112359,110,0,0,188,17,9.042553,17,9.042553,171,300,2
DSE,GUAVA-199,com.google.common.util.concurrent.Striped,4,234,9892,8383,9,0,0,0,30,7,23.333334,10,2,20,33,8,24.242424,8,24.242424,25,300,2
DSE,GUAVA-134,com.google.common.collect.Ordering,2,248,6422,65,0,0,0,0,87,0,0,40,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-61,com.google.common.base.CharMatcher,3,279,11116,12106,20,0,0,0,178,18,10.112359,110,0,0,188,17,9.042553,17,9.042553,171,300,2
DSE,GUAVA-82,com.google.common.primitives.Shorts,10,218,5263,121,0,0,0,0,103,0,0,68,0,0,0,0,0,0,0,0,300,0
DSE,GUAVA-71,com.google.common.escape.Escapers,10,231,5714,7007,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-199,com.google.common.util.concurrent.Striped,10,217,7953,9137,9,0,0,0,30,7,23.333334,10,2,20,33,8,24.242424,8,24.242424,25,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,7,222,9073,14511,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,9,210,8482,14875,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,3,220,8662,11060,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,4,209,5985,8211,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,7,211,7026,9655,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,4,313,9313,10191,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,3,225,6728,9325,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,7,216,4075,2402,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,9,224,3860,2520,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,9,227,6985,9616,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,8,210,8556,14230,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,6,218,8681,15618,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-128,com.google.common.net.MediaType,1,238,10011,12867,2,0,0,0,284,166,58.450706,74,2,2.7027028,76,9,11.842106,9,11.842106,67,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,8,219,3896,2252,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,8,230,6832,9437,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,5,314,10236,10088,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,6,207,7032,10015,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-11,com.google.common.collect.MapMaker,10,203,4771,3388,1,0,0,0,47,0,0,34,0,0,41,0,0,0,0,41,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,2,248,6535,7888,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,6,233,4070,4038,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
DSE,GUAVA-226,com.google.common.io.ByteSource,1,234,9032,9480,4,0,0,0,88,5,5.6818185,20,0,0,52,4,7.692308,4,7.692308,48,300,2
DSE,GUAVA-96,com.google.common.io.MoreFiles,2,241,9334,11566,6,0,0,0,156,6,3.846154,66,0,0,74,3,4.054054,3,4.054054,71,300,2
DSE,GUAVA-71,com.google.common.escape.Escapers,5,233,6789,7802,4,0,0,0,14,3,21.428572,6,0,0,11,2,18.181818,2,18.181818,9,300,2
DSE,GUAVA-181,com.google.common.cache.CacheStats,1,290,4353,2367,1,0,0,0,58,0,0,34,0,0,51,0,0,0,0,51,300,2
