tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
utbot-concrete,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,2,12208,98148,63,98,1,0,0,185,0,0.0,108,0,0.0,128,0,0.0,0,0.0,128,120,1
utbot-concrete,GUAVA-153,com.google.common.collect.ReverseOrdering,6,13849,86836,13,66,1,0,0,21,0,0.0,4,0,0.0,18,0,0.0,0,0.0,18,120,1
utbot-concrete,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,1,7458,27851,161,20,0,0,0,36,11,30.555555,12,1,8.333334,17,5,29.411766,5,29.411766,12,120,1
utbot-concrete,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,1,15752,52982,1203,29,0,0,0,26,20,76.92308,20,13,65.0,6,0,0.0,0,0.0,6,120,1
utbot-concrete,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,4,7585,43404,21,33,1,0,0,60,0,0.0,36,0,0.0,30,0,0.0,0,0.0,30,120,1
utbot-concrete,SPOON-101,spoon.reflect.visitor.PrintingContext,7,15850,30168,1173,73,0,0,0,34,32,94.117645,24,21,87.5,1,0,0.0,0,0.0,1,120,1
utbot-concrete,SEATA-16,io.seata.core.store.StoreMode,8,7375,40175,104,8,0,1,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,1
utbot-concrete,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,1,15268,94052,53,56,1,0,0,80,0,0.0,36,0,0.0,50,0,0.0,0,0.0,50,120,1
utbot-concrete,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,7,12987,83240,47,277,1,0,0,947,0,0.0,570,0,0.0,189,0,0.0,0,0.0,189,120,1
utbot-concrete,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,1,13284,85928,177,31,0,0,0,59,18,30.508474,14,3,21.428572,34,8,23.529411,8,23.529411,26,120,1
utbot-concrete,GUAVA-6,com.google.common.base.Throwables,6,13861,86164,237,46,0,1,0,92,67,72.82609,38,26,68.42105,41,33,80.48781,33,80.48781,8,120,1
utbot-concrete,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,3,7334,98275,36,0,0,1,0,162,0,0.0,62,0,0.0,64,0,0.0,0,0.0,64,120,1
utbot-concrete,SPOON-101,spoon.reflect.visitor.PrintingContext,3,15265,36941,1129,77,0,0,0,34,32,94.117645,24,21,87.5,1,0,0.0,0,0.0,1,120,1
utbot-concrete,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,6,13359,85709,189,32,0,0,0,59,19,32.203392,14,3,21.428572,34,9,26.470589,9,26.470589,25,120,1
utbot-concrete,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,8,15794,72647,808,91,0,0,0,78,75,96.15385,56,51,91.07143,6,0,0.0,0,0.0,6,120,1
utbot-concrete,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,6,7434,92852,40322,19,0,2,0,25,16,64.0,8,1,12.5,7,2,28.57143,2,28.57143,5,120,1
utbot-concrete,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,3,12331,84715,7895,56,0,1,0,198,53,26.767677,126,28,22.222223,94,0,0.0,0,0.0,94,120,1
utbot-concrete,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,8,12377,14129,145,2,0,0,0,70,5,7.1428576,28,0,0.0,30,0,0.0,0,0.0,30,120,1
utbot-concrete,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,9,15634,64992,1318,16,0,0,0,25,11,44.0,8,3,37.5,15,4,26.666668,4,26.666668,11,120,1
utbot-concrete,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,3,12227,82086,236989,252,0,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,120,1
utbot-concrete,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,4,7332,18762,1841,40,0,1,0,88,49,55.68182,22,5,22.727274,30,14,46.666668,14,46.666668,16,120,1
utbot-concrete,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,5,12372,53349,191,6,0,0,0,24,3,12.5,4,2,50.0,6,1,16.666668,1,16.666668,5,120,1
utbot-concrete,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,4,7354,70450,34,22,1,0,0,27,0,0.0,8,0,0.0,6,0,0.0,0,0.0,6,120,1
utbot-concrete,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,2,7244,43559,25,33,1,0,0,60,0,0.0,36,0,0.0,30,0,0.0,0,0.0,30,120,1
utbot-concrete,SEATA-16,io.seata.core.store.StoreMode,6,7531,39809,101,8,0,1,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,1
utbot-concrete,GUAVA-153,com.google.common.collect.ReverseOrdering,1,13465,86468,14,66,1,0,0,21,0,0.0,4,0,0.0,18,0,0.0,0,0.0,18,120,1
utbot-concrete,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,6,7579,28050,159,20,0,0,0,36,11,30.555555,12,1,8.333334,17,5,29.411766,5,29.411766,12,120,1
utbot-concrete,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,3,15440,79141,876,7,0,0,0,26,11,42.307693,22,4,18.181818,9,0,0.0,0,0.0,9,120,1
utbot-concrete,FASTJSON-59,com.alibaba.fastjson.asm.Type,9,12483,47957,401,80,0,0,0,93,93,100.0,62,60,96.77419,78,78,100.0,59,75.64102,19,120,1
utbot-concrete,GUAVA-174,com.google.common.collect.TopKSelector,5,13407,75626,336,60,0,0,0,79,47,59.49367,36,14,38.88889,68,34,50.0,34,50.0,34,120,1
utbot-concrete,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,5,12352,97141,56,110,1,0,0,185,0,0.0,108,0,0.0,128,0,0.0,0,0.0,128,120,1
utbot-mocks,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,9,15188,24088,27,40,1,0,0,80,0,0.0,36,0,0.0,50,0,0.0,0,0.0,50,30,1
utbot-mocks,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,3,13141,3494,756,4,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,1
utbot-mocks,GUAVA-85,com.google.common.base.CaseFormat,9,13400,15021,11,19,1,0,0,30,0,0.0,12,0,0.0,15,0,0.0,0,0.0,15,30,1
utbot-mocks,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,1,14633,21226,40860,16,0,1,0,26,12,46.153847,22,1,4.5454545,16,2,12.5,2,12.5,14,30,1
utbot-mocks,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,7,11407,2732,133,2,0,0,0,70,5,7.1428576,28,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,5,11107,17405,52,20,1,0,0,68,0,0.0,44,0,0.0,29,0,0.0,0,0.0,29,30,1
utbot-mocks,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,6,11775,48740,51,87,1,0,0,518,0,0.0,410,0,0.0,169,0,0.0,0,0.0,169,30,1
utbot-mocks,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,9,11830,49306,41,71,1,0,0,518,0,0.0,410,0,0.0,169,0,0.0,0,0.0,169,30,1
utbot-mocks,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,6,11458,23088,55,61,1,0,0,185,0,0.0,108,0,0.0,128,0,0.0,0,0.0,128,30,1
utbot-mocks,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,6,15336,21257,2084,74,0,0,0,78,72,92.30769,56,40,71.42857,93,81,87.09677,81,87.09677,12,30,1
utbot-mocks,SEATA-6,io.seata.core.rpc.RpcContext,8,7098,23294,2028,69,0,3,0,85,42,49.411766,32,11,34.375,30,17,56.666668,17,56.666668,13,30,1
utbot-mocks,GUAVA-21,com.google.common.base.internal.Finalizer,4,13011,22679,19,13,1,0,0,65,0,0.0,20,0,0.0,23,0,0.0,0,0.0,23,30,1
utbot-mocks,SPOON-101,spoon.reflect.visitor.PrintingContext,6,14382,11698,1367,65,0,1,0,34,31,91.17647,24,22,91.66667,34,32,94.117645,32,94.117645,2,30,1
utbot-mocks,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,10,15303,4726,21,35,1,0,0,26,0,0.0,20,0,0.0,26,0,0.0,0,0.0,26,30,1
utbot-mocks,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,9,6975,26817,22,47,1,0,0,211,0,0.0,88,0,0.0,75,0,0.0,0,0.0,75,30,1
utbot-mocks,SPOON-19,spoon.reflect.visitor.filter.LineFilter,3,16041,2876,649,5,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,1
utbot-mocks,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,6,11906,23095,41,37,1,0,0,198,0,0.0,126,0,0.0,138,0,0.0,0,0.0,138,30,1
utbot-mocks,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,5,14178,14895,19,30,1,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,30,1
utbot-mocks,GUAVA-174,com.google.common.collect.TopKSelector,1,12923,25360,16,52,1,0,0,79,0,0.0,36,0,0.0,68,0,0.0,0,0.0,68,30,1
utbot-mocks,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,4,11066,25017,42,120,1,0,0,947,0,0.0,570,0,0.0,189,0,0.0,0,0.0,189,30,1
utbot-mocks,SPOON-163,spoon.pattern.internal.node.MapEntryNode,10,14977,7030,24,36,1,0,0,38,0,0.0,20,0,0.0,26,0,0.0,0,0.0,26,30,1
utbot-mocks,GUAVA-110,com.google.common.math.IntMath,1,12736,23664,12,101,1,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0,126,30,1
utbot-mocks,SPOON-11,spoon.reflect.factory.TypeFactory,1,14862,30421,20,119,1,0,0,217,0,0.0,70,0,0.0,121,0,0.0,0,0.0,121,30,1
utbot-mocks,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,4,10953,14374,46,20,1,0,0,68,0,0.0,44,0,0.0,29,0,0.0,0,0.0,29,30,1
utbot-mocks,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,4,12994,23753,203,37,0,0,0,59,17,28.813559,14,3,21.428572,34,7,20.588236,7,20.588236,27,30,1
utbot-mocks,GUAVA-71,com.google.common.collect.SparseImmutableTable,8,13150,27165,15,52,1,0,0,63,0,0.0,14,0,0.0,16,0,0.0,0,0.0,16,30,1
utbot-mocks,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,8,11741,3620,772,4,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,1
utbot-mocks,FASTJSON-59,com.alibaba.fastjson.asm.Type,2,11566,18539,473,133,0,0,0,93,78,83.870964,62,48,77.41935,78,63,80.769226,47,60.25641,31,30,1
utbot-mocks,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,7,11791,17859,56,17,1,0,0,35,0,0.0,20,0,0.0,20,0,0.0,0,0.0,20,30,1
utbot-mocks,GUAVA-197,com.google.common.primitives.Booleans,8,12827,20050,13,151,1,0,0,75,0,0.0,52,0,0.0,92,0,0.0,0,0.0,92,30,1
utbot-mocks,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,8,11482,19632,1549,24,0,3,0,45,23,51.111115,20,9,45.0,29,15,51.724136,15,51.724136,14,30,1
utbot-mocks,GUAVA-174,com.google.common.collect.TopKSelector,7,13504,25394,12,52,1,0,0,79,0,0.0,36,0,0.0,68,0,0.0,0,0.0,68,30,1
utbot-mocks,SPOON-167,spoon.support.reflect.CtExtendedModifier,6,15376,4391,565,21,0,1,0,26,24,92.30769,16,10,62.5,18,15,83.33333,15,83.33333,3,30,1
utbot-mocks,GUAVA-21,com.google.common.base.internal.Finalizer,8,12990,22790,10,13,1,0,0,65,0,0.0,20,0,0.0,23,0,0.0,0,0.0,23,30,1
utbot-mocks,SEATA-4,io.seata.core.protocol.MessageFuture,1,6998,8922,114,16,0,1,0,22,14,63.636364,10,4,40.0,13,8,61.538464,8,61.538464,5,30,1
utbot-mocks,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,10,7107,6331,14,15,1,0,0,36,0,0.0,12,0,0.0,17,0,0.0,0,0.0,17,30,1
utbot-mocks,GUAVA-174,com.google.common.collect.TopKSelector,2,13142,25342,16,51,1,0,0,79,0,0.0,36,0,0.0,68,0,0.0,0,0.0,68,30,1
utbot-mocks,GUAVA-197,com.google.common.primitives.Booleans,9,12959,20164,10,151,1,0,0,75,0,0.0,52,0,0.0,92,0,0.0,0,0.0,92,30,1
utbot-mocks,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,9,6982,7823,20,39,1,0,0,88,0,0.0,22,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,SEATA-19,io.seata.core.protocol.RegisterRMRequest,10,7080,10098,14,22,1,0,0,62,0,0.0,26,0,0.0,46,0,0.0,0,0.0,46,30,1
utbot-mocks,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,10,6954,8400,18,12,1,0,0,27,0,0.0,8,0,0.0,6,0,0.0,0,0.0,6,30,1
utbot-mocks,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,7,6919,6254,19,15,1,0,0,36,0,0.0,12,0,0.0,17,0,0.0,0,0.0,17,30,1
utbot-mocks,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,4,6461,26860,16,47,1,0,0,211,0,0.0,88,0,0.0,75,0,0.0,0,0.0,75,30,1
utbot-mocks,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,4,10881,36253,42,96,1,0,0,82,0,0.0,20,0,0.0,39,0,0.0,0,0.0,39,30,1
utbot-mocks,GUAVA-45,com.google.common.primitives.Shorts,2,13000,23057,16,165,1,0,0,103,0,0.0,68,0,0.0,133,0,0.0,0,0.0,133,30,1
utbot-mocks,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,5,6855,10861,20,19,1,0,0,68,0,0.0,24,0,0.0,22,0,0.0,0,0.0,22,30,1
utbot-mocks,GUAVA-85,com.google.common.base.CaseFormat,8,12890,15312,15,19,1,0,0,30,0,0.0,12,0,0.0,15,0,0.0,0,0.0,15,30,1
utbot-mocks,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,2,6953,7966,24,39,1,0,0,88,0,0.0,22,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,10,15251,15725,741,10,0,0,0,15,13,86.666664,8,8,100.0,6,6,100.0,6,100.0,0,30,1
utbot-mocks,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,1,11378,22914,46,35,1,0,0,198,0,0.0,126,0,0.0,138,0,0.0,0,0.0,138,30,1
utbot-mocks,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,3,16393,15412,26,30,1,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,30,1
utbot-mocks,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,4,13861,16700,20,19,1,0,0,76,0,0.0,40,0,0.0,39,0,0.0,0,0.0,39,30,1
utbot-mocks,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,4,11216,3488,734,4,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,1
utbot-mocks,SEATA-15,io.seata.core.rpc.netty.RpcServer,10,7030,18644,14,50,1,0,0,102,0,0.0,44,0,0.0,42,0,0.0,0,0.0,42,30,1
utbot-mocks,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,9,7026,10962,19,19,1,0,0,68,0,0.0,24,0,0.0,22,0,0.0,0,0.0,22,30,1
utbot-mocks,SPOON-13,spoon.support.reflect.code.CtForImpl,10,14808,17999,20,37,1,0,0,58,0,0.0,26,0,0.0,40,0,0.0,0,0.0,40,30,1
utbot-mocks,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,1,14793,15057,20,18,1,0,0,76,0,0.0,40,0,0.0,39,0,0.0,0,0.0,39,30,1
utbot-mocks,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,8,14770,12466,1339,14,0,0,0,25,11,44.0,8,3,37.5,15,4,26.666668,4,26.666668,11,30,1
utbot-mocks,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,5,14526,15662,808,10,0,0,0,15,13,86.666664,8,8,100.0,6,6,100.0,6,100.0,0,30,1
utbot-mocks,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,5,13954,4502,20,35,1,0,0,26,0,0.0,20,0,0.0,26,0,0.0,0,0.0,26,30,1
utbot-mocks,SEATA-8,io.seata.core.protocol.MergedWarpMessage,2,6940,12893,16,28,1,0,0,46,0,0.0,14,0,0.0,23,0,0.0,0,0.0,23,30,1
utbot-mocks,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,6,7029,7728,18,39,1,0,0,88,0,0.0,22,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,FASTJSON-59,com.alibaba.fastjson.asm.Type,3,13661,19339,519,133,0,0,0,93,78,83.870964,62,48,77.41935,78,63,80.769226,47,60.25641,31,30,1
utbot-mocks,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,6,6955,7324,18,21,1,0,0,60,0,0.0,36,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,SPOON-19,spoon.reflect.visitor.filter.LineFilter,1,14659,2853,648,5,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,1
utbot-mocks,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,10,11892,14888,49,21,1,0,0,19,0,0.0,18,0,0.0,15,0,0.0,0,0.0,15,30,1
utbot-mocks,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,10,11801,3382,756,4,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,1
utbot-mocks,GUAVA-71,com.google.common.collect.SparseImmutableTable,3,13967,27219,12,51,1,0,0,63,0,0.0,14,0,0.0,16,0,0.0,0,0.0,16,30,1
utbot-mocks,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,9,15171,21169,2096,74,0,0,0,78,72,92.30769,56,40,71.42857,93,81,87.09677,81,87.09677,12,30,1
utbot-mocks,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,9,7123,6505,18,15,1,0,0,36,0,0.0,12,0,0.0,17,0,0.0,0,0.0,17,30,1
utbot-mocks,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,9,11694,23325,49,37,1,0,0,198,0,0.0,126,0,0.0,138,0,0.0,0,0.0,138,30,1
utbot-mocks,SPOON-101,spoon.reflect.visitor.PrintingContext,5,14213,11948,1503,68,0,1,0,34,32,94.117645,24,23,95.83333,34,33,97.05882,33,97.05882,1,30,1
utbot-mocks,GUAVA-45,com.google.common.primitives.Shorts,6,12566,22330,14,170,1,0,0,103,0,0.0,68,0,0.0,133,0,0.0,0,0.0,133,30,1
utbot-mocks,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,8,6893,8486,18,12,1,0,0,27,0,0.0,8,0,0.0,6,0,0.0,0,0.0,6,30,1
utbot-mocks,GUAVA-78,com.google.common.collect.Queues,3,14982,3623,64,2,0,0,0,75,3,4.0,26,1,3.846154,56,3,5.357143,3,5.357143,53,30,1
utbot-mocks,GUAVA-6,com.google.common.base.Throwables,3,13962,25682,15,35,1,0,0,92,0,0.0,38,0,0.0,41,0,0.0,0,0.0,41,30,1
utbot-mocks,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,6,11632,2732,115,2,0,0,0,70,5,7.1428576,28,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,10,12861,23958,190,37,0,0,0,59,17,28.813559,14,3,21.428572,34,7,20.588236,7,20.588236,27,30,1
utbot-mocks,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,7,7020,26235,17,17,1,0,0,25,0,0.0,8,0,0.0,7,0,0.0,0,0.0,7,30,1
utbot-mocks,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,2,11671,3471,699,3,0,0,0,24,5,20.833332,4,1,25.0,6,2,33.333336,2,33.333336,4,30,1
utbot-mocks,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,6,6836,26652,20319,2,0,2,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,30,1
utbot-mocks,GUAVA-85,com.google.common.base.CaseFormat,4,12426,14955,12,19,1,0,0,30,0,0.0,12,0,0.0,15,0,0.0,0,0.0,15,30,1
utbot-mocks,SEATA-16,io.seata.core.store.StoreMode,4,6945,14815,84,7,0,1,0,7,6,85.71429,4,3,75.0,5,4,80.0,4,80.0,1,30,1
utbot-mocks,GUAVA-21,com.google.common.base.internal.Finalizer,1,13214,20446,15,13,1,0,0,65,0,0.0,20,0,0.0,23,0,0.0,0,0.0,23,30,1
utbot-mocks,SEATA-19,io.seata.core.protocol.RegisterRMRequest,2,6953,10453,22,22,1,0,0,62,0,0.0,26,0,0.0,46,0,0.0,0,0.0,46,30,1
utbot-mocks,GUAVA-78,com.google.common.collect.Queues,9,13493,3971,15,3,1,0,0,75,0,0.0,26,0,0.0,56,0,0.0,0,0.0,56,30,1
utbot-mocks,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,1,11560,27292,45,108,1,0,0,1364,0,0.0,398,0,0.0,404,0,0.0,0,0.0,404,30,1
utbot-mocks,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,3,7881,7901,18,21,1,0,0,60,0,0.0,36,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,7,11433,47250,54,74,1,0,0,518,0,0.0,410,0,0.0,169,0,0.0,0,0.0,169,30,1
utbot-mocks,SEATA-6,io.seata.core.rpc.RpcContext,1,6860,23371,2049,69,0,3,0,85,42,49.411766,32,11,34.375,30,17,56.666668,17,56.666668,13,30,1
utbot-mocks,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,4,11147,21566,43,101,1,0,0,391,0,0.0,270,0,0.0,164,0,0.0,0,0.0,164,30,1
utbot-mocks,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,9,11790,32234,46,62,1,0,0,185,0,0.0,108,0,0.0,128,0,0.0,0,0.0,128,30,1
utbot-mocks,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,8,11749,17913,51,16,1,0,0,35,0,0.0,20,0,0.0,20,0,0.0,0,0.0,20,30,1
utbot-mocks,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,7,7026,7822,23,39,1,0,0,88,0,0.0,22,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,1,11857,2863,141,2,0,0,0,70,5,7.1428576,28,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,SEATA-16,io.seata.core.store.StoreMode,2,6785,14780,74,7,0,1,0,7,6,85.71429,4,3,75.0,5,4,80.0,4,80.0,1,30,1
utbot-mocks,SPOON-157,spoon.support.DefaultCoreFactory,3,16503,7957,1849,103,0,4,0,429,96,22.377623,160,0,0.0,167,6,3.5928144,6,3.5928144,161,30,1
utbot-mocks,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,2,6951,10822,17,19,1,0,0,68,0,0.0,24,0,0.0,22,0,0.0,0,0.0,22,30,1
utbot-mocks,SEATA-4,io.seata.core.protocol.MessageFuture,3,8359,8921,120,16,0,0,0,22,14,63.636364,10,4,40.0,13,8,61.538464,8,61.538464,5,30,1
utbot-mocks,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,3,15243,22498,59,96,1,0,0,391,0,0.0,270,0,0.0,164,0,0.0,0,0.0,164,30,1
utbot-mocks,SPOON-19,spoon.reflect.visitor.filter.LineFilter,6,15053,2810,609,5,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,1
utbot-mocks,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,5,11441,48123,57,83,1,0,0,518,0,0.0,410,0,0.0,169,0,0.0,0,0.0,169,30,1
utbot-mocks,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,7,6912,7906,20,34,1,0,0,95,0,0.0,32,0,0.0,42,0,0.0,0,0.0,42,30,1
utbot-mocks,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,6,12058,14786,43,6,1,0,0,28,0,0.0,14,0,0.0,14,0,0.0,0,0.0,14,30,1
utbot-mocks,SPOON-163,spoon.pattern.internal.node.MapEntryNode,6,15048,7250,23,36,1,0,0,38,0,0.0,20,0,0.0,26,0,0.0,0,0.0,26,30,1
utbot-mocks,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,5,11316,25116,51,116,1,0,0,947,0,0.0,570,0,0.0,189,0,0.0,0,0.0,189,30,1
utbot-mocks,SPOON-167,spoon.support.reflect.CtExtendedModifier,1,14523,4386,607,21,0,1,0,26,24,92.30769,16,10,62.5,18,15,83.33333,15,83.33333,3,30,1
utbot-mocks,GUAVA-85,com.google.common.base.CaseFormat,3,14127,15397,14,19,1,0,0,30,0,0.0,12,0,0.0,15,0,0.0,0,0.0,15,30,1
utbot-mocks,GUAVA-85,com.google.common.base.CaseFormat,6,12676,14855,14,19,1,0,0,30,0,0.0,12,0,0.0,15,0,0.0,0,0.0,15,30,1
utbot-mocks,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,7,14700,12573,1334,14,0,0,0,25,11,44.0,8,3,37.5,15,4,26.666668,4,26.666668,11,30,1
utbot-mocks,GUAVA-249,com.google.common.io.FileBackedOutputStream,9,13664,15064,18,41,1,0,0,50,0,0.0,16,0,0.0,30,0,0.0,0,0.0,30,30,1
utbot-mocks,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,2,11842,10016,666,6,0,0,0,43,25,58.139534,12,0,0.0,8,0,0.0,0,0.0,8,30,1
utbot-mocks,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,7,15086,13793,23,18,1,0,0,76,0,0.0,40,0,0.0,39,0,0.0,0,0.0,39,30,1
utbot-mocks,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,3,16314,13766,23,17,1,0,0,76,0,0.0,40,0,0.0,39,0,0.0,0,0.0,39,30,1
utbot-mocks,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,9,7633,8537,17,12,1,0,0,27,0,0.0,8,0,0.0,6,0,0.0,0,0.0,6,30,1
utbot-mocks,GUAVA-110,com.google.common.math.IntMath,5,12799,20719,14,101,1,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0,126,30,1
utbot-mocks,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,4,11191,23313,44,37,1,0,0,198,0,0.0,126,0,0.0,138,0,0.0,0,0.0,138,30,1
