tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
bbc,SEATA-8,io.seata.core.protocol.MergedWarpMessage,5,332,110765,8605,14,0,0,0,46,28,60.869564,14,9,64.28571,8,0,0.0,0,0.0,8,120,2
bbc,GUAVA-249,com.google.common.io.FileBackedOutputStream,10,320,84589,5285,23,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,120,2
bbc,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,5,349,93623,7131,12,0,0,0,36,35,97.22222,16,16,100.0,0,0,0.0,0,0.0,0,120,2
bbc,GUAVA-21,com.google.common.base.internal.Finalizer,5,308,110087,1169,1,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
bbc,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,4,319,130133,72971,20,0,0,0,110,41,37.272728,26,3,11.538462,41,12,29.268291,12,29.268291,29,120,2
bbc,SPOON-157,spoon.support.DefaultCoreFactory,8,325,144938,197431,49,0,0,0,429,60,13.986013,160,0,0.0,161,0,0.0,0,0.0,161,120,2
bbc,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,5,334,83008,45994,5,0,4,0,25,18,72.0,8,3,37.5,7,5,71.42857,5,71.42857,2,120,2
bbc,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,1,319,84868,7547,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
bbc,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,8,327,98868,10222,5,0,0,0,26,21,80.769226,22,9,40.909092,4,0,0.0,0,0.0,4,120,2
bbc,GUAVA-249,com.google.common.io.FileBackedOutputStream,2,329,90639,2600,22,0,0,0,50,50,100.0,16,16,100.0,30,30,100.0,30,100.0,0,120,2
bbc,SEATA-4,io.seata.core.protocol.MessageFuture,8,337,100357,1573,10,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
bbc,GUAVA-260,com.google.common.collect.TreeRangeMap,10,318,96068,6305,23,0,0,0,86,50,58.139534,36,16,44.444447,19,0,0.0,0,0.0,19,120,2
bbc,SEATA-6,io.seata.core.rpc.RpcContext,10,314,102879,527,1,0,0,0,85,0,0.0,32,0,0.0,30,0,0.0,0,0.0,30,120,2
bbc,GUAVA-153,com.google.common.collect.ReverseOrdering,10,321,101115,6097,10,0,0,0,21,13,61.904762,4,2,50.0,8,0,0.0,0,0.0,8,120,2
bbc,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,5,332,10268,23727,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
bbc,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,7,323,102844,19288,20,0,0,0,68,45,66.17647,44,30,68.181816,7,0,0.0,0,0.0,7,120,2
bbc,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,3,345,95682,7465,12,0,0,0,43,37,86.04651,12,8,66.66667,8,4,50.0,4,50.0,4,120,2
bbc,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,3,335,43556,47,0,0,0,0,192,0,0.0,106,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,7,318,105993,46688,1,0,0,0,45,3,6.666667,18,0,0.0,29,0,0.0,0,0.0,29,120,2
bbc,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,6,336,116770,23706,160,0,0,0,947,288,30.411827,570,135,23.684212,127,0,0.0,0,0.0,127,120,2
bbc,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,10,337,107501,11391,37,0,3,0,88,88,100.0,22,22,100.0,0,0,0.0,0,0.0,0,120,2
bbc,GUAVA-260,com.google.common.collect.TreeRangeMap,7,317,97026,6294,25,0,0,0,86,56,65.11628,36,15,41.666664,18,0,0.0,0,0.0,18,120,2
bbc,GUAVA-78,com.google.common.collect.Queues,1,330,89074,4966,14,0,0,0,75,37,49.333336,26,12,46.153847,56,33,58.928574,33,58.928574,23,120,2
bbc,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,6,336,114106,192912,12,0,2,0,25,19,76.0,8,7,87.5,6,0,0.0,0,0.0,6,120,2
bbc,SEATA-19,io.seata.core.protocol.RegisterRMRequest,1,321,95639,5438,23,0,1,0,62,59,95.161285,26,25,96.15385,1,0,0.0,0,0.0,1,120,2
bbc,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,9,347,94594,16674,13,0,0,0,36,36,100.0,16,16,100.0,18,18,100.0,18,100.0,0,120,2
bbc,SPOON-19,spoon.reflect.visitor.filter.LineFilter,10,326,114435,217356,3,0,0,0,22,6,27.272728,16,2,12.5,13,0,0.0,0,0.0,13,120,2
bbc,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,5,324,241009,23,0,0,0,0,26,0,0.0,22,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,5,315,115330,53040,16,0,5,0,60,29,48.333332,36,14,38.88889,15,0,0.0,0,0.0,15,120,2
bbc,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,9,352,41858,50,0,0,0,0,68,0,0.0,44,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SPOON-11,spoon.reflect.factory.TypeFactory,4,321,112241,205255,1,0,0,0,217,60,27.649769,70,13,18.571428,121,25,20.661158,25,20.661158,96,120,2
bbc,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,2,345,88012,15876,6,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
bbc,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,1,332,103766,18408,23,0,0,0,68,45,66.17647,44,30,68.181816,7,0,0.0,0,0.0,7,120,2
bbc,SEATA-15,io.seata.core.rpc.netty.RpcServer,6,319,102878,29551,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
bbc,FASTJSON-59,com.alibaba.fastjson.asm.Type,1,327,96808,3877,60,0,0,0,93,91,97.849464,62,60,96.77419,78,76,97.4359,65,83.33333,13,120,2
bbc,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,1,343,112638,53314,17,0,5,0,60,32,53.333336,36,15,41.666664,14,0,0.0,0,0.0,14,120,2
bbc,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,1,328,114643,30891,93,0,91,0,518,149,28.764477,410,51,12.439024,135,0,0.0,0,0.0,135,120,2
bbc,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,9,319,44417,54,0,0,0,0,947,0,0.0,570,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,9,331,100316,16533,21,0,0,0,45,42,93.333336,20,19,95.0,2,0,0.0,0,0.0,2,120,2
bbc,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,5,326,100830,11080,37,0,3,0,88,87,98.86364,22,22,100.0,30,29,96.666664,29,96.666664,1,120,2
bbc,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,7,333,42500,62,0,0,0,0,19,0,0.0,18,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,9,339,113248,184909,16,0,2,0,76,28,36.842106,40,13,32.5,23,0,0.0,0,0.0,23,120,2
bbc,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,8,347,94648,16430,13,0,0,0,36,35,97.22222,16,16,100.0,0,0,0.0,0,0.0,0,120,2
bbc,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,1,329,113287,22230,94,0,1,0,185,161,87.02702,108,89,82.40741,14,0,0.0,0,0.0,14,120,2
bbc,FASTJSON-59,com.alibaba.fastjson.asm.Type,7,327,96188,3628,59,0,0,0,93,90,96.77419,62,59,95.161285,78,75,96.15385,63,80.769226,15,120,2
bbc,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,3,352,97748,16281,17,0,0,0,45,34,75.55556,20,15,75.0,8,0,0.0,0,0.0,8,120,2
bbc,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,6,336,45866,52,0,0,0,0,19,0,0.0,18,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,9,341,40602,48,0,0,0,0,24,0,0.0,4,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,GUAVA-71,com.google.common.collect.SparseImmutableTable,6,314,104082,5191,1,0,0,0,63,26,41.26984,14,7,50.0,9,0,0.0,0,0.0,9,120,2
bbc,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,8,355,85948,6456,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0,12,120,2
bbc,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,4,339,113076,21772,89,0,1,0,185,163,88.10811,108,84,77.77778,13,0,0.0,0,0.0,13,120,2
bbc,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,9,354,114861,18059,28,0,0,0,1364,658,48.240467,398,167,41.959797,404,178,44.059406,178,44.059406,226,120,2
bbc,FASTJSON-105,com.alibaba.fastjson.JSONReader,6,363,112565,19683,70,0,0,0,157,140,89.171974,63,48,76.190475,9,0,0.0,0,0.0,9,120,2
bbc,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,3,337,98985,10649,35,0,3,0,88,85,96.590904,22,20,90.909096,30,28,93.333336,28,93.333336,2,120,2
bbc,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,5,337,121118,15079,73,0,2,0,391,318,81.329926,270,189,70.0,42,0,0.0,0,0.0,42,120,2
bbc,SPOON-101,spoon.reflect.visitor.PrintingContext,10,359,104371,9401,15,0,0,0,34,24,70.588234,24,11,45.833336,5,0,0.0,0,0.0,5,120,2
bbc,SEATA-15,io.seata.core.rpc.netty.RpcServer,3,333,104553,27956,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
bbc,GUAVA-45,com.google.common.primitives.Shorts,7,324,101493,5374,88,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0,0,120,2
bbc,SPOON-11,spoon.reflect.factory.TypeFactory,10,325,103855,5179,3,0,0,0,217,60,27.649769,70,12,17.142859,121,26,21.487602,26,21.487602,95,120,2
bbc,GUAVA-275,com.google.common.math.PairedStatsAccumulator,9,326,86822,5142,50,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,120,2
bbc,SPOON-19,spoon.reflect.visitor.filter.LineFilter,7,334,111915,209790,2,0,0,0,22,12,54.545456,16,5,31.25,9,0,0.0,0,0.0,9,120,2
bbc,GUAVA-275,com.google.common.math.PairedStatsAccumulator,3,317,86989,5182,47,0,0,0,60,59,98.333336,38,38,100.0,75,75,100.0,75,100.0,0,120,2
bbc,SPOON-157,spoon.support.DefaultCoreFactory,10,328,181593,27,49,1,0,0,429,0,0.0,160,0,0.0,167,0,0.0,0,0.0,167,120,2
bbc,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,8,338,10258,23488,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
bbc,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,6,330,40911,51,0,0,0,0,192,0,0.0,106,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,1,330,98305,32302,12,0,6,0,68,21,30.882353,24,4,16.666668,22,5,22.727274,5,22.727274,17,120,2
bbc,GUAVA-275,com.google.common.math.PairedStatsAccumulator,4,328,87856,4933,47,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,120,2
bbc,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,10,339,83244,48690,5,0,3,0,25,20,80.0,8,3,37.5,7,5,71.42857,5,71.42857,2,120,2
bbc,SEATA-19,io.seata.core.protocol.RegisterRMRequest,3,312,98563,5433,24,0,0,0,62,62,100.0,26,26,100.0,0,0,0.0,0,0.0,0,120,2
bbc,SPOON-167,spoon.support.reflect.CtExtendedModifier,8,320,81828,1863,14,0,0,0,26,26,100.0,16,16,100.0,18,18,100.0,18,100.0,0,120,2
bbc,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,3,350,114895,18399,31,0,0,0,1364,509,37.316715,398,125,31.407034,404,133,32.92079,133,32.92079,271,120,2
bbc,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,2,333,40815,60,0,0,0,0,28,0,0.0,14,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,6,323,125518,53092,20,0,0,0,110,45,40.909092,26,5,19.23077,41,14,34.146343,14,34.146343,27,120,2
bbc,SPOON-167,spoon.support.reflect.CtExtendedModifier,5,324,81765,1778,14,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
bbc,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,3,308,241008,11,0,0,0,0,110,0,0.0,26,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,FASTJSON-105,com.alibaba.fastjson.JSONReader,4,340,112661,20462,75,0,0,0,157,142,90.44586,63,51,80.952385,10,0,0.0,0,0.0,10,120,2
bbc,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,2,341,116380,24088,162,0,1,0,947,264,27.877506,570,118,20.701754,138,0,0.0,0,0.0,138,120,2
bbc,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,9,332,92352,16009,9,0,0,0,35,10,28.57143,20,6,30.000002,12,0,0.0,0,0.0,12,120,2
bbc,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,3,334,113506,26220,50,0,38,0,518,256,49.42085,410,129,31.463415,81,0,0.0,0,0.0,81,120,2
bbc,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,3,322,113293,1464,51,0,0,0,78,77,98.71795,56,48,85.71429,1,0,0.0,0,0.0,1,120,2
bbc,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,1,326,117723,28914,20,0,0,0,110,40,36.363636,26,2,7.692308,41,11,26.82927,11,26.82927,30,120,2
bbc,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,9,329,89186,16650,7,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
bbc,SPOON-13,spoon.support.reflect.code.CtForImpl,4,326,138268,23,7,1,0,0,58,0,0.0,26,0,0.0,40,0,0.0,0,0.0,40,120,2
bbc,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,8,329,91177,5309,19,0,0,0,36,36,100.0,12,12,100.0,0,0,0.0,0,0.0,0,120,2
bbc,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,1,315,82151,49098,5,0,4,0,25,18,72.0,8,3,37.5,7,5,71.42857,5,71.42857,2,120,2
bbc,GUAVA-71,com.google.common.collect.SparseImmutableTable,2,326,81807,5770,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,120,2
bbc,GUAVA-78,com.google.common.collect.Queues,6,317,103325,6536,26,0,0,0,75,51,68.0,26,19,73.07692,56,44,78.57143,44,78.57143,12,120,2
bbc,GUAVA-197,com.google.common.primitives.Booleans,4,333,89053,2466,54,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
bbc,GUAVA-71,com.google.common.collect.SparseImmutableTable,1,311,112325,7947,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,120,2
bbc,SEATA-16,io.seata.core.store.StoreMode,5,332,77499,1371,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
bbc,GUAVA-275,com.google.common.math.PairedStatsAccumulator,6,328,87623,5406,45,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,120,2
bbc,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,4,323,51417,51,0,0,0,0,518,0,0.0,410,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SPOON-101,spoon.reflect.visitor.PrintingContext,9,316,106271,9535,17,0,0,0,34,22,64.70589,24,13,54.166668,8,0,0.0,0,0.0,8,120,2
bbc,GUAVA-21,com.google.common.base.internal.Finalizer,3,324,97434,1241,1,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
bbc,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,6,332,95986,7514,13,0,0,0,43,37,86.04651,12,8,66.66667,4,0,0.0,0,0.0,4,120,2
bbc,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,1,334,241007,17178,15,0,0,0,43,37,86.04651,12,7,58.333332,4,0,0.0,0,0.0,4,120,2
bbc,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,3,324,97808,11062,32,0,3,0,95,90,94.73685,32,29,90.625,42,39,92.85714,39,92.85714,3,120,2
bbc,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,2,342,94474,16876,13,0,0,0,36,35,97.22222,16,16,100.0,0,0,0.0,0,0.0,0,120,2
bbc,SEATA-15,io.seata.core.rpc.netty.RpcServer,8,333,109675,27973,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
bbc,SEATA-6,io.seata.core.rpc.RpcContext,2,319,108300,11190,44,0,3,0,85,81,95.29412,32,29,90.625,1,0,0.0,0,0.0,1,120,2
bbc,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,3,348,94389,7238,13,0,0,0,36,35,97.22222,16,16,100.0,0,0,0.0,0,0.0,0,120,2
bbc,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,5,347,121149,5215,34,0,1,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
bbc,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,9,313,10192,23676,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
bbc,SPOON-19,spoon.reflect.visitor.filter.LineFilter,4,324,93955,4692,1,0,1,0,22,6,27.272728,16,2,12.5,13,0,0.0,0,0.0,13,120,2
bbc,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,9,339,113503,24903,43,0,3,0,82,74,90.2439,20,14,70.0,6,0,0.0,0,0.0,6,120,2
bbc,SPOON-13,spoon.support.reflect.code.CtForImpl,6,324,111424,9284,5,0,0,0,58,31,53.448277,26,8,30.769232,19,0,0.0,0,0.0,19,120,2
bbc,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,8,339,122277,6075,36,0,1,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
bbc,SEATA-16,io.seata.core.store.StoreMode,7,328,77357,1336,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
bbc,GUAVA-197,com.google.common.primitives.Booleans,10,318,92358,2738,54,0,0,0,75,75,100.0,52,51,98.07692,92,92,100.0,92,100.0,0,120,2
bbc,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,7,333,103325,7442,22,0,0,0,45,42,93.333336,20,19,95.0,2,0,0.0,0,0.0,2,120,2
bbc,SPOON-11,spoon.reflect.factory.TypeFactory,2,333,108743,5133,6,0,0,0,217,89,41.013824,70,18,25.714287,77,0,0.0,0,0.0,77,120,2
bbc,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,5,348,103987,17566,25,0,0,0,198,57,28.787878,126,35,27.777779,100,0,0.0,0,0.0,100,120,2
bbc,SEATA-8,io.seata.core.protocol.MergedWarpMessage,8,313,107850,8436,8,0,0,0,46,27,58.69565,14,8,57.14286,9,0,0.0,0,0.0,9,120,2
bbc,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,3,332,85362,7541,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
bbc,SEATA-4,io.seata.core.protocol.MessageFuture,7,311,81813,1478,13,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
bbc,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,8,353,103686,46480,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
bbc,SPOON-11,spoon.reflect.factory.TypeFactory,6,346,100756,9865,2,0,2,0,217,14,6.4516125,70,6,8.571429,108,0,0.0,0,0.0,108,120,2
bbc,SEATA-19,io.seata.core.protocol.RegisterRMRequest,8,322,93495,5118,19,0,0,0,62,50,80.645164,26,22,84.61539,8,0,0.0,0,0.0,8,120,2
bbc,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,4,345,92638,7219,11,0,0,0,35,17,48.57143,20,8,40.0,8,0,0.0,0,0.0,8,120,2
bbc,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,10,336,109080,46444,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
bbc,GUAVA-71,com.google.common.collect.SparseImmutableTable,7,348,99575,5857,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,120,2
bbc,GUAVA-78,com.google.common.collect.Queues,10,333,104575,6319,21,0,0,0,75,47,62.666668,26,17,65.38461,56,42,75.0,42,75.0,14,120,2
bbc,SPOON-163,spoon.pattern.internal.node.MapEntryNode,8,345,103573,10832,16,0,0,0,38,25,65.789474,20,10,50.0,9,0,0.0,0,0.0,9,120,2
bbc,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,8,328,114494,18248,26,0,0,0,1364,649,47.580643,398,168,42.211056,404,178,44.059406,178,44.059406,226,120,2
bbc,FASTJSON-105,com.alibaba.fastjson.JSONReader,3,338,112727,20375,75,0,0,0,157,142,90.44586,63,49,77.77778,8,0,0.0,0,0.0,8,120,2
bbc,GUAVA-21,com.google.common.base.internal.Finalizer,2,346,122074,1184,1,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
bbc,GUAVA-110,com.google.common.math.IntMath,7,326,98625,2920,132,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0,0,120,2
bbc,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,8,339,92501,10013,2,0,0,0,15,4,26.666668,8,1,12.5,4,0,0.0,0,0.0,4,120,2
bbc,SEATA-19,io.seata.core.protocol.RegisterRMRequest,9,341,64330,22,0,0,0,0,62,0,0.0,26,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,3,328,50621,16,0,0,0,0,25,0,0.0,8,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,5,354,142233,24461,53,0,1,0,82,73,89.02439,20,14,70.0,7,0,0.0,0,0.0,7,120,2
bbc,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,8,347,101591,11651,37,0,3,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,120,2
bbc,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,2,347,90459,3413,29,0,0,0,73,71,97.26027,24,22,91.66667,73,72,98.630135,47,64.38356,26,120,2
bbc,GUAVA-110,com.google.common.math.IntMath,4,328,98680,2980,128,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0,0,120,2
bbc,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,2,356,113209,22720,92,0,2,0,185,162,87.567566,108,90,83.33333,14,0,0.0,0,0.0,14,120,2
bbc,GUAVA-153,com.google.common.collect.ReverseOrdering,6,348,87291,6185,7,0,0,0,21,11,52.380955,4,2,50.0,10,0,0.0,0,0.0,10,120,2
bbc,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,1,319,87034,5040,18,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,120,2
bbc,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,1,330,102062,9692,11,0,0,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0,2,120,2
bbc,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,4,314,114694,53191,18,0,4,0,60,26,43.333332,36,16,44.444447,14,0,0.0,0,0.0,14,120,2
bbc,SPOON-101,spoon.reflect.visitor.PrintingContext,7,327,113114,162624,8,0,0,0,34,26,76.47059,24,16,66.66667,4,0,0.0,0,0.0,4,120,2
bbc,SEATA-16,io.seata.core.store.StoreMode,8,330,77485,1379,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
bbc,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,1,319,103072,9166,4,0,0,0,80,18,22.5,36,6,16.666668,39,0,0.0,0,0.0,39,120,2
bbc,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,7,337,43070,54,0,0,0,0,947,0,0.0,570,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,1,322,96337,4828,33,0,0,0,59,56,94.91525,14,11,78.57143,34,34,100.0,34,100.0,0,120,2
bbc,GUAVA-6,com.google.common.base.Throwables,6,337,203110,10,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,120,0
bbc,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,3,336,10241,23572,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
bbc,SPOON-101,spoon.reflect.visitor.PrintingContext,3,331,104671,9395,17,0,0,0,34,26,76.47059,24,12,50.0,8,0,0.0,0,0.0,8,120,2
bbc,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,6,318,88338,4728,33,0,0,0,59,50,84.745766,14,9,64.28571,34,28,82.35294,28,82.35294,6,120,2
bbc,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,8,323,112778,139297,61,0,0,0,78,77,98.71795,56,49,87.5,1,0,0.0,0,0.0,1,120,2
bbc,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,6,336,82574,46026,5,0,4,0,25,13,52.0,8,0,0.0,7,2,28.57143,2,28.57143,5,120,2
bbc,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,3,367,104727,17831,24,0,0,0,198,57,28.787878,126,35,27.777779,101,0,0.0,0,0.0,101,120,2
bbc,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,8,344,88191,15327,6,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
bbc,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,9,329,115319,218118,15,0,2,0,25,19,76.0,8,7,87.5,6,0,0.0,0,0.0,6,120,2
bbc,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,3,320,46103,62,0,0,0,0,947,0,0.0,570,0,0.0,0,0,0.0,0,0.0,0,120,0
